MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Gr Liv Area,Bsmt Full Bath,Full Bath,Half Bath,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Mo Sold,Sale Type,SalePrice,PropertyAge,PropertyModAge,GarageAge
60,RL,74.0,11050,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,910.0,GasA,Ex,Y,SBrkr,910,910,1820,0.0,2,1,Gd,8,Typ,1,TA,Attchd,Unf,3.0,816.0,TA,TA,Y,318,32,Sep,WD ,12.269047444691562,12,11,12.0
60,RL,57.0,8924,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,880.0,GasA,Ex,Y,SBrkr,880,844,1724,0.0,2,1,Gd,8,Typ,0,None,Attchd,Fin,2.0,527.0,TA,TA,Y,120,155,Jul,WD ,12.144197241812087,10,9,10.0
20,RL,72.0,9610,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,632.0,TA,TA,CBlock,TA,TA,No,Rec,203.0,Unf,1121.0,GasA,Ex,Y,FuseA,1336,0,1336,0.0,1,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,488.0,TA,TA,Y,80,0,Dec,WD ,11.99535161421452,48,48,48.0
50,RM,75.0,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,420.0,Unf,910.0,GasA,TA,Y,FuseA,910,648,1558,0.0,1,1,TA,6,Typ,0,None,Attchd,Unf,1.0,282.0,TA,TA,Y,289,0,Jun,WD ,11.931635799828413,57,57,57.0
60,FV,100.0,12552,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,222.0,Unf,991.0,GasA,Ex,Y,SBrkr,991,956,1947,0.0,2,1,Gd,8,Typ,1,Gd,Attchd,RFn,2.0,678.0,TA,TA,Y,0,136,May,WD ,12.448626590364206,6,5,6.0
60,RL,43.0,14565,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,145.0,Gd,TA,PConc,Gd,TA,Av,GLQ,537.0,Unf,832.0,GasA,Ex,Y,SBrkr,832,825,1657,0.0,2,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,483.0,TA,TA,Y,144,74,Nov,WD ,12.14950229404178,14,13,14.0
20,RL,56.0,18559,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,383.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,1206.0,Rec,2048.0,GasA,TA,Y,SBrkr,2064,0,2064,1.0,2,0,Gd,7,Typ,2,Fa,Attchd,Fin,2.0,550.0,TA,TA,Y,200,0,Aug,WD ,12.367340793126296,30,30,30.0
190,RL,68.0,10880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,1040.0,Unf,1164.0,GasW,TA,N,SBrkr,1164,0,1164,1.0,1,0,TA,5,Typ,0,None,Detchd,Unf,1.0,240.0,TA,TA,Y,0,48,Aug,ConLD,11.736069016284437,58,58,58.0
120,RL,24.0,2280,Pave,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,836.0,GasA,Ex,Y,SBrkr,836,0,836,0.0,1,0,TA,4,Typ,0,None,Attchd,Unf,1.0,308.0,TA,TA,Y,0,30,Jun,WD ,11.695247021764184,35,35,35.0
20,A (agr),125.0,31250,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,Gable,CompShg,CBlock,VinylSd,None,0.0,TA,Fa,CBlock,None,None,None,None,0.0,None,0.0,GasA,TA,Y,FuseA,1600,0,1600,0.0,1,1,TA,6,Mod,0,None,Attchd,Unf,1.0,270.0,Fa,TA,N,0,0,May,WD ,11.308358299228955,55,55,55.0
90,RL,81.0,11841,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,104.0,TA,Gd,CBlock,Gd,TA,Av,GLQ,816.0,Unf,816.0,GasA,TA,Y,SBrkr,816,0,816,1.0,1,0,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,Y,0,32,May,WD ,11.682668239557323,17,17,0.0
20,FV,85.0,9187,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,Stone,162.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1121.0,Unf,1766.0,GasA,Ex,Y,SBrkr,1766,0,1766,1.0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,478.0,TA,TA,Y,195,130,Oct,New,12.823628446539173,0,0,0.0
90,RH,82.0,6270,Pave,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,284.0,Unf,1001.0,GasA,TA,N,FuseA,1001,1001,2002,0.0,2,0,TA,8,Typ,0,None,2Types,Unf,3.0,871.0,TA,TA,Y,0,0,Aug,WD ,11.884489021402711,58,57,58.0
50,RL,64.0,15660,Pave,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,Gable,CompShg,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341.0,Unf,798.0,GasA,Ex,Y,SBrkr,1137,817,1954,0.0,1,1,Gd,8,Typ,2,TA,Attchd,Unf,2.0,431.0,TA,TA,Y,0,119,May,WD ,12.649154617209645,69,2,69.0
120,RL,43.0,3087,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,14.0,Gd,TA,PConc,Gd,TA,Av,GLQ,453.0,Unf,1220.0,GasA,Ex,Y,SBrkr,1364,0,1364,1.0,2,0,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,437.0,TA,TA,Y,100,16,Nov,New,12.256052577835195,0,0,0.0
60,RL,95.0,13450,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700.0,Unf,916.0,GasA,Ex,Y,SBrkr,920,941,1861,1.0,2,1,Gd,8,Typ,0,None,BuiltIn,RFn,2.0,492.0,TA,TA,Y,146,91,Jun,WD ,12.206072645530174,4,4,4.0
90,RL,75.0,10125,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,None,None,None,None,0.0,None,0.0,GasA,TA,Y,SBrkr,1302,432,1734,0.0,2,0,Gd,8,Typ,0,None,Attchd,Unf,2.0,539.0,TA,TA,Y,0,0,Aug,COD,11.744037185933616,32,32,32.0
70,RL,80.0,8146,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,405.0,GasA,Gd,Y,SBrkr,717,322,1039,0.0,1,0,TA,6,Typ,0,None,Detchd,Unf,1.0,281.0,TA,TA,N,0,0,May,WD ,11.643953727376633,109,6,69.0
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,Fa,TA,No,Unf,0.0,Unf,677.0,GasA,TA,Y,SBrkr,833,677,1510,0.0,2,0,Gd,7,Typ,0,None,Detchd,Unf,2.0,720.0,TA,TA,N,0,0,Jun,WD ,11.379394072345706,99,59,35.0
60,RL,98.0,12328,Pave,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,146.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,986.0,Unf,1149.0,GasA,Ex,Y,SBrkr,1164,1377,2541,1.0,3,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,729.0,TA,TA,Y,120,32,Jul,WD ,12.763586225373727,2,2,2.0
20,RL,76.0,10141,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,264.0,Gd,TA,PConc,Gd,TA,Gd,BLQ,516.0,Rec,1512.0,GasA,Ex,Y,SBrkr,1512,0,1512,0.0,2,0,Gd,6,Typ,0,None,Attchd,RFn,3.0,845.0,TA,TA,Y,210,36,Jan,WD ,12.220961258023925,5,5,5.0
20,RL,65.0,8529,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,20.0,Unf,1454.0,GasA,Ex,Y,SBrkr,1434,0,1434,0.0,2,0,Gd,6,Typ,1,TA,Attchd,RFn,2.0,527.0,TA,TA,Y,290,39,Apr,WD ,12.14950229404178,8,8,8.0
60,FV,65.0,8127,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,410.0,Unf,812.0,GasA,Ex,Y,SBrkr,812,841,1653,1.0,2,1,Gd,6,Typ,0,None,Attchd,RFn,2.0,628.0,TA,TA,Y,0,45,Mar,WD ,12.250089530946948,6,6,6.0
70,RM,70.0,8400,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,Gable,CompShg,Stucco,BrkFace,None,0.0,TA,TA,BrkTil,Fa,Gd,Mn,Unf,0.0,Unf,917.0,GasA,Gd,Y,FuseA,1090,917,2007,0.0,2,0,Ex,8,Typ,0,None,Detchd,Unf,1.0,357.0,TA,TA,Y,0,235,Jun,WD ,11.982929094215963,109,59,79.0
20,RL,44.0,10751,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,TA,TA,CBlock,Fa,TA,Gd,ALQ,787.0,Unf,1037.0,GasA,TA,Y,SBrkr,1037,0,1037,1.0,1,0,TA,5,Typ,0,None,Attchd,RFn,2.0,431.0,TA,TA,Y,136,47,Aug,WD ,11.76756768334381,33,33,33.0
20,RL,77.0,10010,Pave,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,Av,ALQ,1071.0,LwQ,1389.0,GasA,Gd,Y,SBrkr,1389,0,1389,1.0,1,0,TA,6,Typ,1,TA,Attchd,RFn,2.0,418.0,TA,TA,Y,240,38,Apr,WD ,12.043553716032399,32,31,31.0
30,RL,40.0,4280,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,WdShing,Stucco,None,0.0,TA,TA,PConc,TA,TA,No,LwQ,365.0,Unf,440.0,GasA,TA,N,SBrkr,694,0,694,0.0,1,0,Gd,4,Typ,1,Gd,Detchd,Unf,1.0,352.0,Gd,TA,P,0,0,Mar,WD ,11.411446296020374,94,5,17.0
50,RL,60.0,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,572.0,Grav,Fa,N,FuseF,572,524,1096,0.0,1,0,TA,5,Typ,0,None,None,None,0.0,0.0,None,None,N,0,8,Apr,WD ,11.27720313144916,84,58,0.0
20,RL,70.0,9800,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,894.0,Unf,894.0,GasA,TA,Y,SBrkr,894,0,894,1.0,1,0,TA,5,Typ,0,None,Attchd,Unf,2.0,552.0,TA,TA,Y,256,0,Jul,WD ,11.917723684090689,34,34,31.0
20,RL,63.0,7560,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Rec,119.0,ALQ,864.0,GasA,TA,Y,SBrkr,864,0,864,1.0,1,0,TA,5,Typ,0,None,Detchd,Unf,2.0,576.0,TA,TA,Y,0,0,May,WD ,11.719939634354555,37,37,31.0
70,RM,60.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,Gable,CompShg,AsbShng,Stucco,None,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0.0,Unf,1095.0,GasW,Fa,N,SBrkr,1095,679,1774,1.0,2,0,TA,8,Min2,0,None,2Types,Unf,3.0,779.0,Fa,Fa,N,0,0,May,WD ,11.37366339763672,106,56,86.0
80,RL,76.0,9880,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,522.0,Unf,1096.0,GasA,TA,Y,SBrkr,1118,0,1118,1.0,1,0,TA,6,Typ,1,Po,Attchd,Fin,1.0,358.0,TA,TA,Y,203,0,Jul,WD ,12.049418835484797,31,31,31.0
50,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,280.0,Unf,1032.0,GasA,TA,Y,FuseA,1032,220,1252,0.0,1,0,TA,6,Typ,0,None,Attchd,Unf,1.0,288.0,TA,TA,Y,0,0,Apr,WD ,11.686878772093667,58,58,58.0
20,RL,70.0,7931,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,BrkFace,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,1148.0,Unf,1148.0,GasA,TA,Y,SBrkr,1148,0,1148,1.0,1,0,TA,6,Typ,0,None,Attchd,Unf,1.0,672.0,TA,TA,Y,0,0,Jul,WD ,11.794337924408413,50,50,50.0
70,RM,60.0,5100,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,Hip,CompShg,Stucco,Wd Shng,None,0.0,TA,Gd,PConc,TA,TA,No,Unf,0.0,Unf,588.0,GasA,Fa,Y,SBrkr,833,833,1666,0.0,1,0,Gd,7,Typ,1,Gd,Detchd,Unf,1.0,228.0,TA,TA,Y,192,63,Jun,WD ,11.9891596439666,83,12,83.0
60,RL,70.0,9720,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,134.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1194.0,Unf,1357.0,GasA,Ex,Y,SBrkr,1366,581,1947,1.0,2,1,Gd,7,Typ,1,TA,BuiltIn,Fin,3.0,725.0,TA,TA,Y,168,116,Jan,WD ,12.520883385370206,7,6,7.0
20,RL,70.0,8521,Pave,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,842.0,Unf,912.0,GasA,TA,Y,SBrkr,912,0,912,0.0,1,0,TA,5,Typ,1,Fa,Detchd,Unf,1.0,336.0,TA,TA,Y,0,0,May,WD ,11.736069016284437,43,43,36.0
90,RL,52.0,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,1195.0,GasA,TA,N,SBrkr,1195,0,1195,0.0,2,0,TA,8,Typ,0,None,None,None,0.0,0.0,None,None,N,118,0,Jul,WD ,11.49781182716018,61,57,0.0
20,RL,89.0,12461,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1456.0,Unf,1624.0,GasA,Ex,Y,SBrkr,1624,0,1624,1.0,2,0,Gd,5,Typ,1,Fa,Attchd,RFn,3.0,757.0,TA,TA,Y,0,114,Jul,WD ,12.476099782743233,12,11,12.0
20,RL,76.0,6950,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,40.0,TA,TA,CBlock,TA,TA,No,ALQ,710.0,BLQ,914.0,GasA,TA,Y,SBrkr,914,0,914,1.0,1,0,TA,5,Typ,0,None,Attchd,Unf,2.0,444.0,TA,TA,Y,0,0,Oct,WD ,11.812289042195847,30,30,30.0
20,RL,115.0,16905,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,Gd,BLQ,967.0,Unf,1350.0,GasA,Gd,Y,SBrkr,1328,0,1328,0.0,1,1,TA,5,Typ,2,Gd,Attchd,RFn,1.0,308.0,TA,TA,P,0,104,Jul,WD ,12.043553716032399,48,48,48.0
70,RL,53.0,7155,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,686.0,GasA,TA,Y,SBrkr,686,775,1461,0.0,1,0,TA,6,Typ,1,Gd,Detchd,Unf,1.0,225.0,TA,TA,N,0,0,Jul,WD ,11.813030057420567,81,16,81.0
60,RL,88.5,9205,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,304.0,Gd,TA,PConc,Gd,TA,No,ALQ,704.0,Unf,930.0,GasA,Ex,Y,SBrkr,1364,1319,2683,1.0,2,1,Gd,9,Typ,2,Gd,Attchd,RFn,2.0,473.0,TA,TA,Y,237,251,Jun,WD ,12.577636201962656,18,17,18.0
20,RL,64.0,7697,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,1246.0,GasA,Ex,Y,SBrkr,1258,0,1258,0.0,2,0,Gd,6,Typ,0,None,Attchd,RFn,2.0,462.0,TA,TA,Y,0,0,Aug,New,12.063932878369052,0,0,0.0
20,RL,78.0,7800,Pave,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,Gd,No,GLQ,603.0,Unf,896.0,GasA,Ex,Y,SBrkr,1112,896,2008,1.0,3,0,Ex,8,Typ,0,None,Attchd,Unf,1.0,230.0,TA,TA,Y,103,0,Aug,WD ,12.323855681186558,58,4,58.0
20,RL,72.0,14357,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,311.0,LwQ,864.0,GasA,TA,Y,SBrkr,1187,0,1187,1.0,1,0,TA,6,Typ,1,TA,Attchd,RFn,2.0,440.0,TA,TA,Y,128,0,Aug,CWD,11.852962767755937,46,46,46.0
20,RL,65.0,8775,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,495.0,Unf,990.0,GasA,Gd,Y,SBrkr,990,0,990,0.0,1,0,TA,5,Typ,0,None,Attchd,Unf,1.0,299.0,TA,TA,Y,0,64,Apr,WD ,11.744037185933616,13,13,11.0
160,FV,24.0,2645,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,466.0,Gd,TA,PConc,Gd,TA,No,GLQ,612.0,Unf,960.0,GasA,Ex,Y,SBrkr,962,624,1586,1.0,2,1,Gd,7,Typ,0,None,Detchd,Unf,2.0,480.0,TA,TA,Y,169,0,Dec,WD ,12.043553716032399,9,9,9.0
20,RL,43.0,13568,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716.0,Unf,990.0,GasA,Ex,Y,SBrkr,990,0,990,0.0,1,0,TA,5,Typ,0,None,Attchd,Unf,2.0,576.0,TA,TA,Y,224,0,Jul,WD ,11.957611286231675,11,11,10.0
20,RL,47.0,16321,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,1277.0,Unf,1484.0,GasA,TA,Y,SBrkr,1600,0,1600,1.0,1,0,TA,6,Typ,2,Gd,Attchd,RFn,1.0,319.0,TA,TA,Y,288,258,Dec,WD ,12.24288661865289,49,9,49.0
60,FV,72.0,8640,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,350.0,Unf,896.0,GasA,Ex,Y,SBrkr,896,896,1792,0.0,2,1,Gd,8,Typ,0,None,Attchd,Fin,2.0,590.0,TA,TA,Y,184,96,Nov,New,12.449018824140563,0,0,0.0
180,RM,21.0,1596,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,6,Gable,CompShg,CemntBd,CmentBd,None,0.0,TA,TA,CBlock,Gd,TA,Gd,GLQ,437.0,Unf,462.0,GasA,TA,Y,SBrkr,526,462,988,1.0,1,0,TA,4,Typ,1,Po,BuiltIn,RFn,1.0,297.0,TA,TA,Y,0,101,Jul,WD ,11.460578984598019,35,35,35.0
20,RL,70.0,7315,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Hip,CompShg,BrkFace,BrkFace,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,625.0,Unf,1170.0,GasA,TA,Y,SBrkr,1170,0,1170,0.0,1,0,TA,6,Typ,1,TA,Attchd,RFn,1.0,338.0,TA,TA,Y,0,0,Mar,WD ,11.84939770159144,49,49,49.0
70,RM,42.0,7614,Pave,Reg,Lvl,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,2Story,3,5,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,738.0,GasA,Gd,Y,FuseA,714,662,1376,0.0,1,0,TA,7,Typ,0,None,Detchd,Unf,1.0,216.0,TA,TA,N,0,0,Mar,WD ,11.481434797878858,101,56,76.0
20,RL,72.0,11000,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,Plywood,Plywood,BrkFace,200.0,TA,TA,CBlock,TA,TA,Mn,BLQ,740.0,Rec,1154.0,GasA,Ex,Y,SBrkr,1154,0,1154,0.0,1,1,TA,6,Typ,1,Po,Attchd,RFn,2.0,480.0,TA,TA,Y,0,58,Nov,WD ,11.944707881395766,43,43,43.0
70,RM,60.0,10337,Pave,IR1,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,Hip,CompShg,VinylSd,VinylSd,None,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,0.0,Unf,725.0,GasA,Ex,N,SBrkr,909,863,1772,0.0,2,1,Gd,7,Typ,0,None,Detchd,Unf,2.0,816.0,TA,TA,Y,0,0,May,WD ,12.127570417375216,97,8,15.0
20,RL,114.0,14803,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,816.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1636.0,Unf,2078.0,GasA,Ex,Y,SBrkr,2084,0,2084,1.0,2,0,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,1220.0,TA,TA,Y,188,45,Jun,New,12.86099861326992,1,0,1.0
30,RM,50.0,8765,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,285.0,Unf,951.0,GasA,Ex,N,SBrkr,951,0,951,0.0,1,0,TA,6,Typ,0,None,Detchd,Unf,1.0,327.0,TA,TA,Y,0,28,Apr,WD ,11.575900264131617,70,56,70.0
